Name,Genres,Budget(USD)_Inflated,Domestic(USD)_Inflated,Domestic_Percentage,Foreign(USD)_Inflated,Foreign_Percentage,Worldwide(USD)_Inflated,Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,Month,Day,Year,Foreign_higher,emotion,emotion_score,drama,comedy,thriller,action,adventure,romance film,horror,fantasy,mystery,crime,indie,biography,family,sci-fi,period piece,animation,teen,film adaptation,musical,history,coming of age,sports,war,Worldwide_profit
"welcome home, roscoe jenkins","drama, comedy",48052112.13015602,58261836.37992206,0.9720790441177312,1673450.5007874088,0.0279209558822687,59935286.88070947,104,pg-13,0.63,0.23,"As a child, RJ Stevens (Martin Lawrence) was the awkward brunt of numerous jokes. Now, RJ is a successful talk-show host who dispenses advice and encouragement to millions. When his parents ask him to come back home for their anniversary, RJ vows to show everyone how much he has changed. Unfortunately, RJ's plans are no match for his Southern relatives.",Feb,8,2008,0,sadness,0.7311186194419861,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2472976571428571
welcome to collinwood,"comedy, crime",19497491.660798315,546937.1369048274,0.0806719289630726,6232833.025219183,0.9193280710369274,6779770.16212401,86,r,0.55,0.55,"Five hapless misfits from the hard-luck streets of Cleveland band together to try and pull off the greatest job they've ever heard of. Opportunities like this don't come along every day for the hard-luck folks who hang around the streets of Collinwood, a working class neighborhood on Cleveland's east side. When their plans go awry, this army of eccentrics find themselves gaining more than they lose.",Oct,4,2002,1,sadness,0.2764753401279449,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34772525000000004
welcome to marwen,"drama, comedy, romance film, fantasy, biography",51159219.0279318,12236739.493144987,0.8240651852074162,2612497.815751899,0.1759348147925838,14849237.308896886,116,pg-13,0.48,0.33,"No one expects Mark Hogancamp to recover from a devastating assault that wipes away all of his memories. Putting together pieces from the past and present, Mark meticulously creates a Belgian town and becomes a heroic World War II fighter pilot. His astonishing art installation soon comes to life with breathtakingly realistic dolls -- a testament to the most powerful women he knows. Through this fantasy world, Hogancamp finds the strength to triumph in the real world and face his attackers.",Dec,21,2018,0,surprise,0.3434846997261047,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.29025535555555554
welcome to mooseport,"comedy, romance film",38866562.46664733,21632152.52027088,0.9901367756728846,215488.18125739016,0.0098632243271154,21847640.701528262,110,pg-13,0.19,0.13,"To recover from a vicious divorce, former U.S. President Monroe Cole (Gene Hackman) retires to his vacation home in sleepy Mooseport, Maine. When the local town council approaches him to run for mayor in the upcoming election, Cole agrees. As he campaigns against his rival, Handy Harrison (Ray Romano), the owner of the local hardware store, Cole comes to learn that well-oiled, sophisticated political machinations have no place in a small town with a friendly populace.",Feb,20,2004,0,neutral,0.5057096481323242,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5621191923076923
welcome to the rileys,"drama, indie",13520491.336763974,214837.90324291217,0.4389932589236379,274549.8011825966,0.5610067410763621,489387.7044255088,110,r,0.58,0.54,"Seeking refuge from his grief and crumbling marriage, a salesman (James Gandolfini) becomes a surrogate father to an underage stripper (Kristen Stewart).",Oct,29,2010,1,sadness,0.9221357703208924,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.036196
wendy and lucy,"drama, indie",411875.2468299088,1188527.8060147262,0.7256484729609093,449355.8942914304,0.2743515270390906,1637883.7003061569,80,r,0.67,0.86,"Wendy (Michelle Williams), a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",Dec,10,2008,0,fear,0.9623939990997314,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9766500000000002
weã¢ââre the millers,comedy,46976316.62787349,190944912.2463266,0.5615570541351266,149082714.22594246,0.4384429458648734,340027626.47226906,100,r,0.76,0.48,"Small-time pot dealer David learns the hard way that no good deed goes unpunished; trying to help some teens, he is jumped by thugs and loses his cash and stash. Now, David's in big debt to his supplier and to wipe the slate clean, he must go to Mexico to pick up the guy's latest shipment. To accomplish his mission, Dave devises a foolproof plan: He packs a fake family into a huge RV and heads south of the border for a wild weekend that is sure to end with a bang.",Aug,7,2013,0,neutral,0.5946146845817566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23827772972973
what a girl wants,"drama, comedy, romance film, family, teen, coming of age",37906798.40498114,54745654.80222214,0.7116875754046169,22178063.82683712,0.2883124245953832,76923718.62905926,105,pg,0.62,0.35,"On a whim, American teenager Daphne (Amanda Bynes) boards a plane to England to find the father she never met. Upon arriving there, though, she makes a startling discovery: The man she's looking for is Lord Henry Dashwood (Colin Firth), a member of the British upper class, who is running for political office. Lord Henry didn't know Daphne existed, but he welcomes her into his life. However, she isn't so sure -- and his family and his current betrothed look on her disapprovingly.",Apr,4,2003,0,disgust,0.5676090717315674,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.02928556
what just happened,"drama, comedy",37068772.21469179,1497780.2163444948,0.1614052078566581,7781847.351030247,0.838594792143342,9279627.567374742,104,r,0.22,0.5,"During the course of an ordinary week in Hollywood, movie producer Ben must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss demands extensive changes to a movie starring Sean Penn, while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile, Ben tries to reconcile with his wife and maintain a relationship with his young daughter.",Oct,17,2008,1,fear,0.4063089489936828,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25033544444444444
what lies beneath,"drama, thriller, horror, mystery, crime",161340948.53840783,278697398.38053304,0.5334711541816789,243725222.21653083,0.466528845818321,522422620.5970639,130,pg-13,0.58,0.47,"It had been a year since Dr. Norman Spencer (Harrison Ford) betrayed his beautiful wife Claire (Michelle Pfeiffer). But with Claire oblivious to the truth, Norman's life and marriage seem so perfect that when Claire tells him of hearing mysterious voices and seeing a young woman's image in their home, he dismisses her terror as delusion. Claire moves closer to the truth and it becomes clear that this apparition will not be dismissed, and has come back for Dr. Spencer and his beautiful wife.",Jul,21,2000,0,fear,0.9325399398803712,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2380039000000003
what men want,"comedy, romance film, fantasy",21967418.45172224,59984126.28229326,0.7562268841987377,19336151.18423665,0.2437731158012622,79320277.4665299,117,r,0.4,0.41,"Passed up for a well-deserved promotion, sports agent Ali Davis wonders what else she needs to do to succeed in a man's world. Hoping to find answers from a psychic, Ali drinks a weird concoction that suddenly allows her to hear what men are thinking. Using her newfound ability, Ali starts to turn the tables on her obnoxious male colleagues while racing to sign the next basketball superstar.",Feb,8,2019,0,surprise,0.3898505270481109,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6108147
what to expect when you're expecting,"drama, comedy, romance film",49077715.66896253,53857496.47961138,0.4651384666258015,61930597.48368389,0.5348615333741985,115788093.96329528,110,pg-13,0.47,0.23,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",May,18,2012,1,surprise,0.5530821681022644,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359280426666667
what women want,"comedy, romance film, fantasy",116524018.38885012,327722380.1256165,0.4886554031307018,342939149.5044157,0.5113445968692982,670661529.6300323,127,pg-13,0.54,0.54,"Nick Marshall (Mel Gibson) gets a whole new outlook on life when a fluke accident gives him the ability to read women's minds. At first, this ""gift"" provides Nick with way too much information, but he begins to realize that he can use it to good effect, especially when it comes to outwitting his new boss, Darcy Maguire (Helen Hunt).",Dec,15,2000,1,neutral,0.695711076259613,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.755564723076922
what's the worst that could happen?,"comedy, action, adventure, crime",51978371.54687551,55911114.0469332,0.8389591331206728,10732315.697923211,0.1610408668793271,66643429.74485641,94,pg-13,0.35,0.1,"Caffery (Martin Lawrence) is a professional thief with taste and style who is trying to rob billionaire tycoon Max Fairbanks' (Danny DeVito) unoccupied beachfront mansion. But in the middle of the robbery, he finds himself face to face with Fairbanks. As Caffery is being arrested, Max sees a ring on Caffery's finger and claims it for himself. It's Caffery's engagement ring, and he's determined to get it back.",Jun,1,2001,0,neutral,0.7633591890335083,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2821377
what's your number?,"comedy, romance film",26631312.978845272,18656678.158844568,0.4604956219161341,21857666.106175043,0.5395043780838659,40514344.26501961,106,r,0.44,0.23,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",Sep,30,2011,1,sadness,0.7309998273849487,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5213048
whatever it takes,"drama, comedy, romance film, teen",26890158.08973464,15678181.186815362,0.8832133337170898,2073114.664700152,0.1167866662829102,17751295.851515513,94,pg-13,0.45,0.15,"A nerdy teen, Ryan Woodman (Shane West) is smitten with the popular and gorgeous Ashley Grant (Jodi Lyn O'Keefe), who apparently has no interest in him. Meanwhile, dim star athlete Chris Campbell (James Franco) has his eye on Ryan's brainy and beautiful friend, Maggie Carter (Marla Sokoloff). The two agree to help each other in their romantic quests, but, as they come closer to their goals, both Ryan and Chris suspect that they might be pursuing the wrong girls.",Mar,31,2000,0,fear,0.5254748463630676,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.660141
whatever works,"comedy, romance film, indie",20447062.90118713,7233770.0920071425,0.1473244677605279,41867171.536816165,0.852675532239472,49100941.62882331,93,pg-13,0.61,0.5,"After a failed suicide attempt, brilliant New York misanthrope Boris Yellnikoff (Larry David) forsakes his posh upper-class existence for meager accommodations in Chinatown. He meets his exact opposite in Melody (Evan Rachel Wood), a pageant queen from the Deep South who's long on sweetness but short on smarts. Surprisingly, Boris and Melody marry, but the sparks really fly when Melody's born-again Christian mother (Patricia Clarkson) arrives and finds liberation instead of damnation.",Jun,19,2009,1,surprise,0.4663655161857605,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4013689333333335
when a stranger calls,"thriller, horror, crime, teen",21489427.11903084,68565905.37694797,0.7120420183251064,27728840.736815684,0.2879579816748935,96294746.11376366,87,pg-13,0.43,0.08,"Far away from the site of a gruesome murder, a teenager named Jill Johnson (Camilla Belle) arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",Feb,3,2006,0,fear,0.9851577281951904,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.481029
when the bough breaks,"drama, thriller",12153491.985173091,36153725.46386111,0.9702925010373182,1106920.604422389,0.0297074989626818,37260646.06828349,107,pg-13,0.45,0.12,"Young, professional and successful, John and Laura (Regina Hall) Taylor desperately want to have a baby, but are unable to conceive. After exhausting all other options, the couple hire Anna, a beautiful young woman who agrees to become a surrogate mother for the Taylors. Everything seems fine until Anna starts to develop a dangerous fixation with John as the pregnancy moves further along. The Taylors now find themselves playing a deadly game with a psychopath who holds the key to their future.",Sep,9,2016,0,anger,0.4618182480335235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0658387
when the game stands tall,"drama, biography, family, sports",18755470.627562307,37670941.67431893,0.9996367154859472,13690.24319341198,0.0003632845140527,37684631.91751234,115,pg,0.72,0.21,"In 2003, high-school football coach Bob Ladouceur (Jim Caviezel) and his De La Salle Spartans have just completed an incredible 151 consecutive victories and 12-straight state championships. While the team's seniors receive offers from colleges all over the country, the advancing juniors look forward to making their mark. However, beloved ""Coach Lad"" has a brush with calamity, while the Spartans face their most-challenging, most-unpredictable season yet.",Aug,22,2014,0,fear,0.5560412406921387,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.0092608
where the money is,"drama, comedy, action, adventure, romance film, crime",50194961.76750466,10149776.219476229,0.7599306562024607,3206411.133455254,0.2400693437975393,13356187.35293148,89,pg-13,0.35,0.48,"Henry Manning (Paul Newman) has come up with a new way to break out of prison: fake a stroke and get transferred to a nursing home. It's a perfect plan, except for one thing: the woman assigned to take care of him at the nursing home, Carol Ann McKay (Linda Fiorentino), has a plan of her own.",Apr,14,2000,0,neutral,0.938701868057251,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2660862142857143
where the truth lies,"drama, thriller, mystery, crime, indie, film adaptation",36512360.39048737,1273758.5206272176,0.2500637960270415,3819975.721851752,0.7499362039729585,5093734.2424789695,107,r,0.46,0.41,"An ambitious reporter (Alison Lohman) probes the reasons behind the sudden split of a 1950s comedy team (Kevin Bacon, Colin Firth).",Jan,1,2012,1,neutral,0.6057238578796387,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.13950712
where the wild things are,"drama, adventure, fantasy, family",136313752.67458084,105279837.18838404,0.7712541737527394,31224885.60114381,0.2287458262472606,136504722.78952783,101,pg,0.57,0.73,"Feeling misunderstood at home and at school, mischievous Max (Max Records) escapes to the land of the Wild Things, majestic -- and sometimes fierce -- creatures. They allow Max to become their leader, and he promises to create a kingdom where everyone will be happy. However, Max soon finds that being king is not easy and that, even being with the Wild Things, there is something missing.",Oct,16,2009,0,fear,0.4651298820972442,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.00140096
whereã¢ââd you go bernadette,comedy,21967418.45172224,10103206.7659955,0.8481970470459117,1808184.344340006,0.1518029529540883,11911391.110335505,104,pg-13,0.74,0.5,"Former architect Bernadette Fox seems to have it all -- a beautiful home in Seattle, a successful and loving husband, and a brilliant teenage daughter who's about to attend boarding school. When Bernadette suddenly disappears without a trace, her concerned family sets off on an exciting adventure to solve the mystery of where she might have gone.",Aug,16,2019,0,neutral,0.4551953673362732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5422299
while we're young,comedy,12165985.477158263,9224329.267686998,0.4331661051513988,12070802.456580622,0.5668338948486011,21295131.72426762,94,r,0.51,0.84,"Middle-aged filmmaker Josh Srebnick (Ben Stiller) and his wife, Cornelia (Naomi Watts), are happily married, but stuck in a rut. So, when free-spirited couple Jamie (Adam Driver) and Darby (Amanda Seyfried) enter their lives, it's like a breath of fresh air -- especially for Josh, who pines for a youth he wishes he had. Soon, Josh and Cornelia are ditching friends their own age to hang out with the hipsters -- but whether the friendship can endure despite a 20-year age gap remains to be seen.",Apr,10,2015,1,neutral,0.4807440638542175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7503828000000003
whip it,"drama, sports",20447062.90118713,17779897.58026779,0.7814466611743853,4972643.909317105,0.2185533388256147,22752541.489584893,111,pg-13,0.74,0.86,"Bliss Cavendar lives in small-town Texas and yearns to break free of her mother's world of beauty pageants and conformity. She sees her chance when she meets the Hurl Scouts, a roller-derby team; she tries out for the team and wins a slot, lying to her parents about her new hobby. Bliss finds friendship and freedom with her teammates, but a conflict between a championship game and the Bluebonnet beauty pageant threatens to spill her secret.",Oct,2,2009,0,fear,0.8268290162086487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1127535333333332
whiplash,"drama, musical",4126203.538063708,17509345.905784693,0.2781106717695561,45448849.09758081,0.7218893282304439,62958195.0033655,106,r,0.94,0.94,"Andrew Neiman (Miles Teller) is an ambitious young jazz drummer, in pursuit of rising to the top of his elite music conservatory. Terence Fletcher (J.K. Simmons), an instructor known for his terrifying teaching methods, discovers Andrew and transfers the aspiring drummer into the top jazz ensemble, forever changing the young man's life. But Andrew's passion to achieve perfection quickly spirals into obsession, as his ruthless teacher pushes him to the brink of his ability and his sanity.",Oct,10,2014,1,fear,0.9184491038322448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.258140909090907
whipped,"comedy, romance film, indie",5378031.617946927,7457512.079405523,0.8711996144928733,1102537.7132548578,0.1288003855071268,8560049.79266038,82,r,0.33,0.13,Three New York dominatrixes reflect on their career choice and how it has affected their personal lives.,Oct,10,2014,0,neutral,0.9011812806129456,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5916696666666665
whiskey tango foxtrot,"drama, comedy, biography, war",42537221.94810583,28054311.47600736,0.9105583358155088,2755698.572257728,0.0894416641844913,30810010.04826508,112,r,0.54,0.68,"In 2002, cable news producer Kim Barker (Tina Fey) decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel (Margot Robbie), a fellow journalist who takes the shellshocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",Mar,4,2016,0,fear,0.8524065613746643,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.724307057142857
white boy rick,"drama, crime",34106146.01862119,27297636.133618835,0.9250199229647932,2212686.245305544,0.074980077035207,29510322.378924377,111,r,0.5,0.56,"Rick Wershe is a single father who's struggling to raise two teenagers during the height of the crack epidemic in 1980s Detroit. Wershe sells guns illegally to make ends meet but soon attracts attention from the FBI. Federal agents convince his son, Rick Jr., to become an undercover drug informant in exchange for keeping his father out of prison. When young Rick gets in too deep, he finds himself seduced by the lure of easy money and becomes a drug dealer himself.",Sep,14,2018,0,disgust,0.5929318070411682,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8652494000000001
white chicks,"comedy, action, adventure",29897355.743574865,105884116.33317582,0.6260996911919341,63232907.39766084,0.3739003088080659,169117023.73083666,109,pg-13,0.55,0.15,"Two FBI agent brothers, Marcus (Marlon Wayans) and Kevin Copeland (Shawn Wayans), accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites (Anne Dudek, Rochelle Aytes) to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.",Jun,23,2004,0,anger,0.6446106433868408,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.656588
white house down,"drama, thriller, action",190444526.8697573,92814770.37512629,0.355967013294855,167925036.70987973,0.644032986705145,260739807.085006,131,pg-13,0.62,0.52,"Capitol police officer John Cale has just been denied his dream job of protecting President James Sawyer as a member of the Secret Service. Not wanting to disappoint his young daughter with the bad news, Cale takes her on a tour of the White House. While he and his daughter are there, a heavily armed paramilitary group attacks and seizes control. As the nation's government dissolves in chaos, only Cale can save his daughter, the president and the country.",Jun,28,2013,1,anger,0.4461089074611664,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3691115800000007
white noise,horror,14604944.15619495,81925499.52774957,0.609096583113233,52577798.96230182,0.390903416886767,134503298.4900514,101,pg-13,0.31,0.07,"Architect Jonathan Rivers (Michael Keaton) is happily married to author Anna (Chandra West), but tragedy strikes when she is killed in an accident. Deep in grief, Jonathan hears from Raymond Price (Ian McNeice), who claims that he has intercepted messages from Anna via electronic voice phenomena. Jonathan eventually comes to believe Raymond's claims, but, as he is drawn further into investigating the phenomenon, a sinister supernatural presence invades his life.",Jan,7,2005,0,sadness,0.98491770029068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.209436
white oleander,"drama, film adaptation, coming of age",25996655.547731087,26577957.01368808,0.7547783150128523,8634974.366349658,0.2452216849871476,35212931.38003773,109,pg-13,0.81,0.69,"""White Oleander"" chronicles the life of Astrid (Alison Lohman), a young teenager who journeys through a series of foster homes after her mother (Michelle Pfeiffer) goes to prison for committing a crime of passion. Set adrift in the world, Astrid struggles to become her own person while coming to terms with the challenges of living life on her own.",Oct,11,2002,0,sadness,0.3546985685825348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.35451775
who killed the electric car?,indie,1432628.4746020562,2405202.6976690525,0.9515786395088376,122389.45058525364,0.0484213604911625,2527592.148254306,92,pg,0.84,0.89,"Following a strict mandate on air emissions in California, General Motors launches the EV-1 in 1997. It is an electric automobile that requires no gas, oil, muffler or brake changes and is, seemingly, the world's first perfect car. Yet six years later, GM recalls and destroys the EV-1 fleet. Filmmaker Chris Paine examines the birth and death of a revolutionary vehicle.",Jan,23,2006,0,neutral,0.4473989605903625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7643039999999999
why did i get married too?,"drama, comedy, romance film",27040982.67352795,81252544.63414499,0.9879138237045884,994046.8038158924,0.0120861762954116,82246591.43796088,121,pg-13,0.68,0.27,"In the Bahamas for their annual reunion, four couples are eager to share news about their lives over the past year. But when one's ex-husband arrives to break up her marriage and win her back, the others realize they are not immune to the challenges of love and fidelity.",Apr,2,2010,0,neutral,0.6873323321342468,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0415533499999996
why did i get married?,"drama, comedy, romance film",21036941.35066684,77422290.31442809,0.9869551493185436,1023311.1578225408,0.0130448506814563,78445601.47225064,113,pg-13,0.78,0.49,"Eight married friends take their annual reunion vacation in the Colorado mountains. Revelations of infidelity involving one pair shatter the amicable mood, forcing the remaining friends to take a hard look at the strength of their own marriages. The couples grapple with issues of commitment, love, betrayal and forgiveness as they try to move on with their lives.",Oct,12,2007,0,sadness,0.3304508328437805,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7289452000000005
why him?,comedy,46183269.54365775,73314464.96662968,0.5107738707976467,70221587.2048305,0.4892261292023532,143536052.17146018,111,r,0.51,0.4,"During the holidays, loving but overprotective Ned (Bryan Cranston) travels to California to visit his daughter Stephanie (Zoey Deutch) at Stanford University. While there, he meets his biggest nightmare: her well-meaning but socially awkward boyfriend, Laird (James Franco). Even though Laird is a multimillionaire, Ned disapproves of his freewheeling attitude and unfiltered language. His panic level escalates even further when he learns that Laird plans to ask for Stephanie's hand in marriage.",Dec,23,2016,0,fear,0.9819849133491516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.107966447368421
wicker park,"drama, thriller, romance film, mystery",44846033.61536229,19435160.282132145,0.6025495298806937,12819715.571775423,0.3974504701193062,32254875.85390757,114,pg-13,0.79,0.27,"Matthew (Josh Hartnett) and Lisa (Diane Kruger) are madly in love. But one day Lisa vanishes. Simon enters an emotional tailspin and begins an obsessive quest to find her. Years later, Simon's life has stabilized, and he's in a new relationship. Then he thinks he sees Lisa in a restaurant and fixates on her all over again. He snoops around and eventually tracks down the mysterious woman from the restaurant. Her name is Alex (Rose Byrne), but she acts just like Lisa.",Jul,4,2004,0,neutral,0.4501452445983886,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7192358666666668
widows,"drama, thriller, crime",47748604.42606967,48206345.28552866,0.5580417110286676,38178497.16050887,0.4419582889713323,86384842.44603753,129,r,0.61,0.91,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows -- Veronica, Linda, Alice and Belle -- have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, Veronica joins forces with the other three women to pull off a heist that her husband was planning.",Nov,16,2018,0,anger,0.445120632648468,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809159523809524
wild,"drama, adventure, biography",18755470.627562307,47364260.287973575,0.7215094124570554,18281813.720510308,0.2784905875429447,65646074.00848388,115,r,0.75,0.88,"Driven to the edge by the loss of her beloved mother (Laura Dern), the dissolution of her marriage and a headlong dive into self-destructive behavior, Cheryl Strayed (Reese Witherspoon) makes a decision to halt her downward spiral and put her life back together again. With no outdoors experience, a heavy backpack and little else to go on but her own will, Cheryl sets out alone to hike the Pacific Crest Trail -- one of the country's longest and toughest through-trails.",Dec,3,2014,0,sadness,0.7814845442771912,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.500102733333333
wild card,action,36497956.4314748,3893.115352690645,0.0007414634960142,5246689.514295248,0.9992585365039856,5250582.62964794,92,r,0.29,0.3,"A bodyguard goes after the sadistic thug who beat his friend, only to find that the object of his wrath is the son of a powerful mob boss.",Jan,30,2015,1,anger,0.7203457355499268,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14385963333333335
wild hogs,"comedy, action, adventure",84147765.40266736,235997386.8145669,0.6634727124579666,119702828.70788868,0.3365272875420333,355700215.52245563,100,pg-13,0.61,0.14,"Tired of their humdrum lives, some middle-aged friends (Tim Allen, John Travolta, Martin Lawrence) decide to temporarily ditch their responsibilities and take a motorcycle trip. The freedom of the open road holds many surprises for the group, including an encounter with the Del Fuegos, a hardcore gang, who take a dim view of the novice bikers.",Mar,2,2007,0,neutral,0.682331383228302,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22709045
willard,"drama, thriller, horror",30325438.723984912,10441183.500870328,0.8040188982865021,2545057.8960946254,0.1959811017134979,12986241.396964952,100,pg-13,0.51,0.65,"Desperate for companionship, the repressed Willard (Crispin Glover) befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother (Jackie Burroughs) and his father's old partner, Frank (R. Lee Ermey). Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",Mar,14,2003,0,disgust,0.3960825502872467,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42822930000000003
win a date with tad hamilton!,"comedy, romance film",35876826.89228984,25520326.0577396,0.7935489053026124,6639413.420456347,0.2064510946973876,32159739.47819594,96,pg-13,0.46,0.55,"Pete (Topher Grace), the quirky, self-deprecating manager of a grocery store, is madly in love with his best friend, Rosalee (Kate Bosworth). Unfortunately, she has absolutely no idea. When Rosalee wins a date with her favorite actor, the smarmy Tad Hamilton (Josh Duhamel), Pete delays admitting his feelings to her. And when the scheming Hamilton relocates to their small town to pursue Rosalee in the wake of their initial meeting, a horrified Pete must struggle to win her heart.",Jan,23,2004,0,fear,0.9121310114860536,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8963930833333333
